quizzes,solutions
050074900008300040097080206140200007506008400002009063360000050000105000000046091,253674918618392745497581236149263587536718429872459163361927854984135672725846391
001030860900170300240900001000003405120000638006008020750000004000052190300800700,571234869968175342243986571897623415125497638436518927759361284684752193312849756
000700100000643098700012040910200300500000004027064500180090206360805070002030080,643789152251643798798512643914258367536971824827364519185497236369825471472136985
650009070000040639000802010098001000400095000702003060175000400000070803306200091,654319278821547639937862514598621347463795182712483965175938426249176853386254791
030000000809300067075014802000000420408600900906002058300706000000290040004508709,132867594849325167675914832753189426428653971916472358391746285587291643264538719
200400015109207800380050600005901200007005000020648003090000040008000307000736109,276483915159267834384159672435971268867325491921648753793812546618594327542736189
600000040890510700001630200203049601400000809008007500005063080000090002740201050,632978145894512763571634298253849671417356829968127534125463987386795412749281356
005306004290000000136900008803020100070000045000897060600470210017005096000003000,785316924294758631136942758863524179972631845541897362658479213317285496429163587
010008045000002900028504016372000000009600008604175000007090054006350890000807030,713968245465712983928534716372489561159623478684175329837296154246351897591847632
507400098209000005016070000000500684008091000300007200100309027682000030900018050,537426198249183765816975342791532684428691573365847219154369827682754931973218456
417000080008501060000208009603190700070020030100060400560000070809600254020300800,417936582298541367356278149643195728975824631182763495561482973839617254724359816
280401060040092000005060003307000609004209105001070034050980000600040702079000510,283451967746392851915768423327514689864239175591876234152987346638145792479623518
308700014010000097007062050200087400430500080009036500000009032760003000000254800,328795614615348297947162358251987463436521789879436521584679132762813945193254876
502000708000903000601000045810090034003008600057020900008002470000670010070014502,532461798784953126691287345816795234923148657457326981168532479245679813379814562
050901000961070002004306080000140720640000000120805003700584060300007200080290050,853921674961478532274356981538149726649732815127865493712584369395617248486293157
090020004287004015106007030428600070600030000301009502000200300800400097005061000,593126784287394615146587239428615973659732841371849562914278356862453197735961428
000635901063000200000127080080340507907000003050002604010800400025060000608074000,872635941163498275594127386286349517947516823351782694719853462425961738638274159
070009040084001007100340600800000032002060501951000708290810006000030250603500009,576289143384651927129347685867195432432768591951423768295814376718936254643572819
040900316108607905050200700000000071560003008800195000700000640304080000910520000,247958316138647925659231784493862571561473298872195463785319642324786159916524837
009300850060000302025040670000031760600004005500700029000008040073010900890620507,719362854468157392325849671942531768687294135531786429156978243273415986894623517
067020008508040070040010960100004503000900016359700000000136200702000050080500409,967325148518649372243817965176284593824953716359761824495136287732498651681572439
029000007000003450007108063091076204060200000800509001080301020075040089000000105,329465817618793452457128963591876234763214598842539671984351726175642389236987145
170000860800007249002050700000096450250730608000004000003048017960302000410000000,179423865835167249642859731781296453254731698396584172523648917967312584418975326
000000406420805000307010029030000900600200580080976002801063070700052000005009041,918327456426895713357614829132548967679231584584976132891463275743152698265789341
790000100002980040003105009001240003000003906085000021600852700028030605010460000,796324158152986347843175269961248573274513986385697421639852714428731695517469832
060400000300071060094020701700500290250003840008000003900740010001306080530908000,167439528325871469894625731713584296259163847648297153986742315471356982532918674
000040005420570180000003609800901000570000060010020834050436200008007300160090000,391648725426579183785213649834961572572384961619725834957436218248157396163892457
010506003030020150090081004400000900600037800185400007000060020200719506000005780,814576293736924158592381674473658912629137845185492367957863421248719536361245789
906030740007006080510907000000500034000100500300680129083010056054000290000420800,926831745437256981518947362891572634642193578375684129283719456154368297769425813
000000106420300080000297040209701008067850002010003950002008071500960004638004000,793485126425316789186297543259741368367859412814623957942538671571962834638174295
706090000900102060028000750805019203400000000019003870000064090000705084260080000,746598321953172468128436759875619243432857916619243875587364192391725684264981537
700200050009010630500068091190602000600305700003000002001086009005100043240000070,716239458829514637534768291197642385682395714453871962371486529965127843248953176
070085010200700040006903800053100082701800050000006007062000000430098500908042063,379485216285761349146923875653174982721839654894256137562317498437698521918542763
504300006060001008027040030000520004073006050080700019000005201900803060156070400,514387926369251748827649135691528374473196852285734619738465291942813567156972483
490200570030008900061530004170690020200000467800005000900360108007000000005842000,498216573532478916761539284173694825259183467846725391924367158387951642615842739
700180640500030002940062003080040130001008500050700090402006850000020000007301026,723189645516437982948562713289645137371298564654713298432976851165824379897351426
278004006063500004000007018500108000010093020947000000304020090089060100600070050,278914536163582974495637218532148769816793425947256381354821697789365142621479853
400200010805040067200009800000705004030006000157420008009170300000030021002508079,463287915895341267271659843628795134934816752157423698549172386786934521312568479
150039006607040200000007805070103040305084020200060001000000730020851900984000000,158239476697548213432617895876123549315984627249765381561492738723851964984376152
002085000609001450100000807001004085040002073070360009410800006090200300506003090,732485961689731452154629837361974285948512673275368149413897526897256314526143798
050200408010607000003005090009100004600800300702060010820040903095026801004030750,956213478418697235273485196539172684641859327782364519827541963395726841164938752
000960042208075060100080073075006900890030000000100057402003608056002004000009000,537961842248375169169284573375426981891537426624198357412753698956812734783649215
004002731050060900700003000007001408802900000036204500910800004003100600400070005,684592731351768942729413856597631428842957163136284597915826374273145689468379215
150004000200730560064020009000006001070080450040090328500008240310600900008570000,153964872289731564764825139832456791971283456645197328596318247317642985428579613
061000000083090070702030500600000300409500210005287090107002034000610005250004980,961725843583496172742138569628941357479563218315287496197852634834619725256374981
080740006207009000096005003400003200712000000053070619000900407000052038600410500,385741926247369851196825743469183275712596384853274619521938467974652138638417592
805009010700028503160000000620304097500090200070600401090015084200003079008000300,835469712749128563162537948621354897584791236973682451397215684256843179418976325
200007958000300200816002000000000704007860013358000002043090000000145070900036805,234617958795384261816952437169523784427869513358471692543798126682145379971236845
006047209094080300031002805070208000503000160400100007300000094000005600087009002,856347219294581376731692845179268453523974168468153927315826794942735681687419532
530209107470005980000600000062070509000030000001400238900508410080100000050004096,538249167476315982219687354362871549845932671791456238927568413684193725153724896
937004000400000280800176300600800192070605000000390600701509420040000003008020056,937284561416953287825176349653847192279615834184392675761539428542768913398421756
021709000008360094004800320400001005003000206052008043900007000800026450000150780,321749568578362194694815327469231875783594216152678943915487632837926451246153789
000001060091402703080953000000700904350008200200600805700349000006080421800000000,423871569591462783687953142168725934354198276279634815712349658936587421845216397
000728604027030000008061900083907040106000058050000000060370095900600410400005803,519728634627439581348561972283957146196243758754816329861374295935682417472195863
060207005450130900901800070040010032680009540500000000005040000870020300030060157,368297415457136928921854673749615832682379541513482769195743286876521394234968157
280000310001250087400900000009070006302104000150306900000400070030805200906001005,285647319691253487473918562849572136362194758157386924518429673734865291926731845
040000170310000480000030205280050036709002000005096000001009340070064008058700092,546928173312675489897431265284157936769342851135896724621589347973264518458713692
047000060090000205001039000080650090963800001700013004000761420000508030800024709,247185963398476215651239847184657392963842571725913684539761428472598136816324759
310700000007010602402630900600050490075800020030090008000002300850000006209001740,316729854597418632482635971628153497975846123134297568741562389853974216269381745
000600108780090030300001470010900002000308906098005000230500000009206701065084000,954673128781492635326851479413967582572348916698125347237519864849236751165784293
740026800030050900000800027506400090000070001002130450920500148681040002007000030,749326815238751964165894327516482793394675281872139456923567148681943572457218639
800625140000400050000300209200907000036050020005068000100002375040590600003000098,897625143312489756654371289281937564936154827475268931169842375748593612523716498
530000086091070002004609050050010600000083079003400000040126700009700423800090500,537241986691875342284639157758912634416583279923467815345126798169758423872394561
007300152500600078900070000040092800380501090000430060600010000850007026230000410,467389152513624978928175643146792835382561794795438261674213589851947326239856417
600300004470081000000056000820600900009007302040005007306029005200000730001040086,618372594475981623932456178827634951569817342143295867386729415254168739791543286
600705200040200300100009005709400806500007030030008490028000060001036700900010543,693785214845261379172349685719423856584697132236158497328574961451936728967812543
980031002610004003000580900206013700150400600090200340020060800500000094700900205,985631472612794583374582916246813759153479628897256341429165837568327194731948265
342000006050000027000108030009006840075004210100050009018009700790260050000407300,342975186851643927967128534239716845675894213184352679418539762793261458526487391
000710300700008092400025008000000016009834500028600009087200600003000074100950200,862719345735468192491325768374592816619834527528671439987243651253186974146957283
070000426000300001010086950005960702037140090080003100300690080690402007004000200,873519426569324871412786953145968732237145698986273145321697584698452317754831269
009500000000401060058230010904070020070083609163040008032006400000010007500709300,419568732327491865658237914984675123275183649163942578732856491896314257541729386
083209005090000600007305010200150004109703086000008000960000200000047950010080403,683219745591874632427365819278156394149723586356498127964531278832647951715982463
130009004002400073507600080000768000053020000708051096264000031000003502010090007,136879254982415673547632189491768325653924718728351496264587931879143562315296847
700100900405008001060400203058240000300070400970800060030520709000910820001006050,783162945425398671169457283658249137312675498974831562836524719547913826291786354
306000401002500000040060280100008309097103000580209600400900807058006000200307140,376892451812534796945761283124658379697143528583279614431925867758416932269387145
800903070100020090042800000010706340500090700360450081708030060005000100000600852,856913274173524698942867513219786345584391726367452981728135469695248137431679852
052071300090030000400005007009302040030600780100850002007140620060028100000009054,652471398798236415413985267879312546235694781146857932587143629964528173321769854
070500000103000000086409230000908040024007006890300052000000600009040015700213804,972531468143682579586479231651928347324157986897364152418795623239846715765213894
003005070000690410901007065810050000070302009040760000080000290500240603006800100,463125978758693412921487365812954736675312849349768521184536297597241683236879154
900200107020080530703056080304070000000001940010008006400000750270003008065910020,958234167126789534743156289394675812687321945512498376439862751271543698865917423
004020705900000000023015900060270080200090004100063000000800042015000807070041036,684329715951786423723415968569274381237198654148563279396857142415632897872941536
060210080007503000024768091000956000002001040701080530000000257000040800305600400,963214785817593624524768391438956172652371948791482536146839257279145863385627419
900800000002743000040001008801062700060050100003000049200600804400970053050010907,935826471182743596647591328891462735764359182523187649279635814416978253358214967
048970000670000390000615040000094086002300100985001007010000004203050070700028060,548973612671842395329615748137594286462387159985261437816739524293456871754128963
006000020900340070001069004500470013802005900400003805100850406008090000090706001,346587129925341678781269354569478213832615947417923865173852496658194732294736581
004063501860409002390270006000010080007508030080006207200005410000034000013700005,724863591861459372395271846532917684647528139189346257278695413956134728413782965
005030089480620000090050104500003010160940032200067000007000060006094203042800500,725431689481629357693758124574283916168945732239167845957312468816594273342876591
005006010103700408090402007200063000000100800000090735450030080060001500078000940,745386219123759468896412357287563194539174826614298735451937682962841573378625941
200906104050040793040051000014520000703100260000000080820400300900007600000309510,278936154156842793349751826614528937783194265592673481821465379935217648467389512
006518020003040500040700010900000006280409100010000405000800040079601003850070902,796518324123946578548732619934157286285469137617283495362895741479621853851374962
930607048005080900070402500680010304200740050010009020050000100102003009300008670,931657248425381967876492513687215394293746851514839726758964132162573489349128675
860705100310040090009200400100060700057000024003500006080901003205006080940032000,864795132312648597579213468128364759657189324493527816786951243235476981941832675
400000632380040100760902000070056009810000700005401023000060000500703948000208005,459187632382645197761932584273856419814329756695471823938564271526713948147298365
000061080310020045960000001230005014500000700409800003007398002005007900000000460,752461389318729645964583271236975814581234796479816523647398152125647938893152467
500300781001005000297400006900600003730080490008000017000072030040930500000150002,564329781381765249297418356915647823736281495428593617659872134142936578873154962
070085060009020800003406090400000001060502980930000700002867040504390002700000100,271985463649723815853416297428679351167532984935148726312867549584391672796254138
006300900049001803000027004700060050310240006082000010400002007928503001500000090,176384925249651873853927164794168352315249786682735419461892537928573641537416298
650000700709061048002930000090200107080006090000104003007080020000005374403020501,651842739739561248842937615394258167185376492276194853517483926928615374463729581
000704602650800007000000130027100409510070080090630000003000010280065094470900300,138794652652813947749526138327158469516479283894632571963247815281365794475981326
708040060200009300405026000000090520080010609006304017300280070004035001010007905,798543162261879354435126798147698523583712649926354817359281476674935281812467935
008043905050000300690027004001480000304005208200069700000900650700000030540030082,128643975457891326693527814971482563364175298285369741832914657716258439549736182
501007000290600300040080150000003500012709860080140003600000000037094002800000739,561437928298615347743982156476823591312759864985146273629378415137594682854261739
100089520905100006000020300061203809008700030050040100007060008090305067400070200,173689524925134786684527391761253849248791635359846172537462918892315467416978253
000743280608010050000600003240000000073205009006080507000006491700400030150009070,591743286638912754427658913245197368873265149916384527382576491769421835154839672
607009500030100007018300040050803000070042039100006000004728601260005008005000904,647289513532164897918357246459813762876542139123976485394728651261495378785631924
000062104980040007021300050049001600530608000008950700000000460102083009370500008,753862194986145327421379856249731685537628941618954732895217463162483579374596218
100640000000005670002000305000490708800003026650070103080100500207300009090008214,135647982948235671762981345321496758879513426654872193486129537217354869593768214
800057013030090050000601004026400087080020900107300205760002000004006500902080000,849257613631894752275631894526419387483725961197368245768542139314976528952183476
009800010027000503480015062000140008056070000000302790010069034200000605000080100,569823417127694583483715962972146358356978241841352796715269834298431675634587129
006307010100652490000400080205060070300010600080004005007005000403700001520908003,946387512138652497752491386215863974374519628689274135867135249493726851521948763
060910000050080003904037605002091507400000820106500390009076240308000000047002000,763915482251684973984237615832491567495763821176528394519376248328149756647852139
060503700009240060500000908841020603602019400070000000000800500480007201305001009,268593714719248365534176928841725693652319487973684152197832546486957231325461879
700040360008700105520080049061000050004002800900600031406001097000400000280539000,719245368648793125523186749861374952354912876972658431436821597195467283287539614
004090020010407000650102004060034095097006100002005008300600902108070030020001080,784593621213467859659182374861734295597826143432915768375648912148279536926351487
103720005500800240007005300208950730070400801600000090002030580800006009910040070,183724965596813247427695318248951736379462851651387492762139584834576129915248673
049000508500023047800090000004306800000007010280010035102905603000700100690038070,349671528561823947827594361714356892953287416286419735172945683438762159695138274
500208900090000300108670400007095100000301002000000068840500000703086001062400053,574238916296154387138679425627895134485361792319742568841523679753986241962417853
700806509000405261100003000030041907910000002080307000608050700300082000059004600,724816539893475261165923874536241987917568342482397156648159723371682495259734618
004062010850000060710030409980000671000300050040901002100004037527090008000120000,394762815852419763716538429983245671271386954645971382169854237527693148438127596
060342001001700003840050000030200904100080060500436070002091005050000209907500406,765342891291768543843159627638217954174985362529436178482691735356874219917523486
030074106106800900907100030780016005000300072069000000800020300050090204000053081,538974126126835947947162538783216495415389672269547813874621359351798264692453781
016070080058030007700040600060900400030000100201087903004008365000021040970500002,316279584458136297792845631567913428839452176241687953124798365685321749973564812
400050806016000297390000001732001040800397000000540000080000905001060000974800010,427159836516438297398276451732681549845397162169542378683714925251963784974825613
400059000062803009008100020527000048000006300039400507006700081090300005070612000,413259876762843159958167423527931648184576392639428517346795281291384765875612934
000397014000020530080004000601009402090200007042803950500780003069010200070000605,256397814417628539983154726631579482895241367742863951524786193369415278178932645
600000590035042700018070060720108003000250000009063040400035100872000000100007986,647381592935642718218579364724198653361254879589763241496835127872916435153427986
702401900008030504000050067005283600360500090084000070040905210106000008000000030,752461983618739524439852167975283641361547892284196375843975216196324758527618439
009000080108050400260700903030204010001087605020090000003041007095000006400679008,359426781178953462264718953537264819941387625826195374683541297795832146412679538
504003902070600003860010005050840030902001000081000097005100406000097000308205100,514783962279654813863912745657849231932571684481326597795138426126497358348265179
030081500000040069001906028002390000087000904000500010600430700209007650700020081,936281547825743169471956328162394875587162934394578216618435792249817653753629481
408130700050028030100500006009004080035000097874000102961200304002607009000000000,498136725756428931123579846219754683635812497874963152961285374382647519547391268
704003008000001060805090027000607080302050700090040501200360000040200890530014000,764523918923781465815496327451637289382159746697842531279368154146275893538914672
000608030600070501048930002075001340021056009000004000900020007560040190703000008,257618934639472581148935762875291346421356879396784215984123657562847193713569428
500003020801950000406780003090040007100308209040006380002007590000600001003510760,579463128831952476426781953398245617165378249247196385612837594754629831983514762
310000005805200007400090060007465090000320040260080100000008302003600500509007084,316874925895216437472593861137465298958321746264789153641958372783642519529137684
002096400000075020091003007520800010008300006070041000080600570130029064045000300,752196438863475129491283657524867913918352746376941285289634571137529864645718392
100050098097203600060100304040600200208097000500000031002004070700930860030028050,123456798497283615865179324349615287218397546576842931982564173754931862631728459
500360809010905040032000000084600107070400005000019000050090071026040003800207504,547362819618975342932184756284653197179428635365719428453896271726541983891237564
004900502010460900073002080000100800065080000490005731000370090000200360050004027,684937512512468973973512684237149856165783249498625731821376495749251368356894127
007500000940073000012809070000600205060480037000000010300100654190004380520008001,837516429945273168612849573789631245261485937453927816378192654196754382524368791
407503080000006250300000409068930005009021000204700010000109537085002006010000000,427593681891476253356218479168934725579821364234765918642189537785342196913657842
000000089070430005300051020609108030050062000002040097860200003000006040000793800,514627389278439165396851724649178532753962418182345697865214973937586241421793856
064310809000090030007040250032500467010007900008900005080000006405060008600000123,264315879851792634397648251932581467516437982748926315183279546425163798679854123
000081500010702800023009006050000040004800907006043001370010060000200398409605070,647381529915762834823459716258197643134826957796543281372918465561274398489635172
402500800019004007500902031060305090007080052000040180100003600320070000080690040,432517869619834527578962431861325794947186352253749186194253678326478915785691243
010904300952800000000021070000310087400270605000008091607000019004050020800003006,718964352952837164346521978269315487481279635573648291637482519194756823825193746
592600840000900071600084002000401380980006000000035020470000000030008507800203160,592617843348952671617384952725491386983726415164835729471569238236148597859273164
010302406000150300082000000400000007759060002006045890070000600000017235560098010,915382476647159328382476951438921567759863142126745893271534689894617235563298714
150340800730000060009008015040093100800106000010570920902400000000600274300001680,156342897738915462429768315247893156895126743613574928962487531581639274374251689
092081700560240000300000009970000203006030800040107000004008950201003680000450070,492381765567249138318576429975864213126935847843127596734618952251793684689452371
900000008008600254270005031000041075784000000053900600460809000007200300031006020,945123768318697254276485931629341875784562193153978642462839517597214386831756429
004000007150090032620035810040070100900020300086009075408052090300600041002000060,834261957157498632629735814543876129971524386286319475468152793395687241712943568
460030000010068320000907100248300009009046070730000850500009000090210007803050060,462531798917468325385927146248375619159846273736192854571689432694213587823754961
460000000000800307370500068000003004050607200902050100500200900040180720100709680,468371592295864317371592468716923854854617239932458176587236941649185723123749685
009000168601200000034000207000365710100908000090000054700504980008070035420030000,279453168681297543534186297842365719157948326396721854763514982918672435425839671
083406000170050060400092300050000420092080000000607005900000156004300082608100900,283416579179853264465792318856931427792584631341627895937248156514369782628175943
009068002106500030024309000400080050000701680073050900008100000690002704010600520,539468172186527439724319865461983257952741683873256941248175396695832714317694528
904200800002005007060080390090316504005907000400000071600503000150400260023100080,974231856382695147561784392897316524215947638436852971648523719159478263723169485
007509041605300700010800002300070050400600200100020906000004078036108000280006190,827569341645312789913847562362971854459683217178425936591234678736198425284756193
040921060180600900060087005000400000910708306700003208570200000003000104006009053,345921867187645932269387415638492571912758346754163298571234689893576124426819753
076004050900000810300820004040070900003048060067031002400006095001090720080100300,876314259924567813315829674248675931193248567567931482432786195651493728789152346
003000049200503701070460000600900500700050804045082900030820007100000320009070168,853217649264593781971468253618934572792156834345782916536821497187649325429375168
004380000009007024010004670000068100298000050500049307706103508000000000040020069,674382915359617824812954673437568192298731456561249387726193548985476231143825769
175200800000040910020300060063170040000008003452060007007800006038009000209015070,175296834386547912924381765863172549791458623452963187517834296638729451249615378
210006803006407000408210005003500001920030008070000604540068190800729050000000000,217956843356487219498213765683574921924631578175892634542368197831729456769145382
205900003000008419004367000900003000410005206523000081000700008000100720370009065,285941673736528419194367852968213547417895236523674981641752398859136724372489165
007094000000050040006187302400060590021000800500008703030000000694301080208945100,357294618812653947946187352483762591721539864569418723135826479694371285278945136
502080104040902600963005000007001302605030040030040007000000906790300200108060050,572683194841972635963415728487591362615237849239846517354128976796354281128769453
070000940400002001185000703091605070030017402000030005014060000900804600706059800,372581946469372581185496723291645378538917462647238195814763259953824617726159834
850001004000030021021600009780050400500409000090800300630010502410025007000906080,857291634946537821321684759782153496563479218194862375639718542418325967275946183
903700000071840023000001050000080060850420300607950040042300500300002100008090007,923765418571849623486231759234187965859426371617953842742318596395672184168594237
070040050314000670200000980008012046000690008020000530602803001900500007400160300,879246153314958672265731984598312746743695218126487539652873491931524867487169325
030100592008006400000040080800901604670580010900700300062003005150007060004009700,436178592518296437297345186825931674673584219941762358762813945159427863384659721
201700904408006030000009520810604000300058009040000700000030015070800400935200006,251783964498526137763419528819674352327158649546392781684937215172865493935241876
300057000000629800010080006070401000026003050800000937000940700680032004700506020,368157249457629813219384576573491682926873451841265937132948765685732194794516328
503107084004005900070032000601800350000014090700000002120063048800500600090070500,563197284214685973978432165641829357352714896789356412125963748837541629496278531
700003000089460005210000070095002300600010008830700962500900281070201604000034000,754123896389467125216598473495682317627319548831745962543976281978251634162834759
609008032001700900200000746198030070000010503500204090007900620402600000030005480,679458132341762958285391746198536274724819563563274891817943625452687319936125487
045270080973080006060000010700160903002900650000300004039024007000000008016035400,145276389973581246268493715754168923382947651691352874539824167427619538816735492
080906000634000070007000510800050207000021803090630040040002700260190300501084000,185976432634215978927843516813459267456721893792638145349562781268197354571384629
000150090400090062090026300000000607063400805028007140317200000002863401000900050,236154798471398562895726314149582637763419825528637149317245986952863471684971253
079300020000108040001004506014000000902010850030670009000200080608905270507060030,479356128256198743381724596714589362962413857835672419193247685648935271527861934
008046200060100040090752010000009503327000900000070600046003092580090307001200008,178946235265138749493752816614829573327615984859374621746583192582491367931267458
506030000093700100074608002008004059050083600000056070700000400009012380280040010,526431798893725164174698532368174259957283641412956873731869425649512387285347916
004001690530207001080600702600130504000000038008709020007002040010800060059004800,724581693536297481981643752692138574175426938348759126867912345413875269259364817
000367800001500090470800032703001260020004050010080000032005041000090000054020607,295367814381542796476819532743951268628734159519286473832675941167498325954123687
801020700009701650020003000050608004200100070006040098300254100547000800010090030,861925743439781652725463981953678214284139576176542398398254167547316829612897435
003852090200090480005060100400028073000000200070943060050104300701600508900080007,143852796267391485895467132416528973389716254572943861658174329721639548934285617
973100500500000218000064000600020000400937000008000109001090003826040050050008746,973182564564379218182564397697821435415937682238456179741695823826743951359218746
500310000001200068894070030950006000400030250002804701703490000060700409000002800,526318947371249568894675132957126384418937256632854791783491625265783419149562873
790608300500030060002057041004800900010320007380060015870000020000004070025010600,791648352548132769632957841254871936916325487387469215873596124169284573425713698
080904000063800501040000092001400620650003000000001709500080007012306000890250013,285914376963872541147635892371498625659723184428561739534189267712346958896257413
001000067070896300000407850700048001600502000309700000103000098005009023800020106,981253467574896312236417859752948631618532974349761285123674598465189723897325146
002390008500006070070051364068130029000070010030900000200000800050024690487000001,642397158513486972879251364768135429924678513135942786296713845351824697487569231
010064080620580100009000500007000350063200097000040802030007018192006004400900000,715364289624589173389172546247698351863215497951743862536427918192856734478931625
060014050300805070091000006004300080000709320120000000007506930850002764200090008,768914253342865179591273846974321685685749321123658497417586932859132764236497518
002510009009804010307600800105028070900030280600000000206005047000900600040007003,482513769569874312317692854135428976974136285628759431296385147753941628841267593
300062004040805023006090100060401500002608700100700000409000068087003912003000070,375162894941875623826394157768421539592638741134759286459217368687543912213986475
467000000000900500500080024008000070020470100010026003230810050001007092000350480,467235918182964537593781624648193275325478169719526843234819756851647392976352481
086009010001580730004000002630005090207006300000070108790403020000050000800210650,386729514921584736574631982638145297217896345459372168795463821162958473843217659
000000261700500080184003050020096307407080010600400900503701002008905004070200100,359874261762519483184623759825196347497382516631457928543761892218935674976248135
030000960800100007724006010009500800400010072160408000003790200015030006007025034,531247968896153427724986513379562841458319672162478359643791285215834796987625134
401008000000760001068029075002600019045870200007003800020000030003910046590400000,471358692259764381368129475832645719945871263617293854124586937783912546596437128
020095040600020807090600051010308000002000485904050006300069520800002004000100739,127895643653421897498673251516348972732916485984257316341769528879532164265184739
890030200004100806130002500000000000907064120010985603000096008329000004500473000,895637241274159836136842597653721489987364125412985673741296358329518764568473912
700800920032004000006900504564300001093041007800090006000007430351000080008520600,745816923932754168186932574564378291293641857817295346629187435351469782478523619
050903006070040203102000900524810000000590081000000000316080790840070610000400005,458923176679148253132756948524817369763592481981634527316285794845379612297461835
970300006006080400400015070680000030040206790003050021100070800000802900020940065,975324186216789453438615279682197534541236798793458621169573842354862917827941365
062010000040097003000805700071900084503084000020006950200000018004030607000628409,762413895845297163319865742671952384593184276428376951236749518984531627157628439
000200003098070510005300476030501089047020651080000000000090060072008900410006300,764215893398674512125389476236541789947823651581967234853492167672138945419756328
001040700405800060006903020090671050183020040060000200050008009000165800700400030,931246785425817963876953124294671358183529647567384291652738419349165872718492536
102004000060300097000860010007009803090730000054000020000020001030950260400601085,172594638865312497943867512617249853298735146354186729586423971731958264429671385
800200159000740000000900020280370004604000500509100280010503096006020800750009300,847236159925741638163958427281375964634892571579164283412583796396427815758619342
050009076402100090070040800005806040090001038007030102620003005001500260008070009,153289476482167593976345821315826947294751638867934152629413785731598264548672319
000578090600002074100600302910050800400000700038009010000806000074020003506130420,243578691689312574157694382912753846465281739738469215321846957874925163596137428
020070400904005010061900008300800001040060003580000027070320060008190000000547092,825671439934285716761934258397852641142769583586413927479328165258196374613547892
008007000200600900900420610097010320806500007000030040005000009062008030040003081,618397452254681973973425618497816325836542197521739846385174269162958734749263581
035004710002000904610078000000300071029000536100057200050036002000700080008109400,935264718872513964614978325546392871729481536183657249457836192291745683368129457
905020071006000302073009480002408009100002740000076058040000800031967000000803006,985324671416785392273619485752438169168592743394176258649251837831967524527843916
206030000000109000300740810800000097900201405031000068450070000070360029020805003,216538974784129356395746812842653197967281435531497268453972681178364529629815743
025760000004039000130400907600502073070098250800000001200300180009020560040010000,925761348784239615136485927691542873473198256852673491267354189319827564548916732
970064000085920070002000031008047059000050600040301080017008200009200304020500860,973164528185923476462785931238647159791852643546391782617438295859276314324519867
090002107100050034000360000350180070709430002840900500000003006006078090217000080,693842157128759634574361928352186479769435812841927563985213746436578291217694385
004800103005000690600059000703091040060500308200400070000208060020007800190360407,974826153815734692632159784783691245469572318251483976347218569526947831198365427
008607000072008394100020070037050000050290031006004008580030600003180200400709500,398647125672518394145923876937851462854296731216374958589432617763185249421769583
200048010801590020345060007057000103000000089002314000703905400006200750000000001,269748315871593624345162897657829143134657289982314576713985462496231758528476931
900406005070052080600010200000800003040063020850001700400385091308070400096100000,982436175174952386635718249269847513741563928853291764427385691318679452596124837
008096010409050007020000080000015700306008020500200490200430000907001603000080950,758396214419852367623174589842915736396748125571263498265439871987521643134687952
960300008050010200340080560070230000000050416000409030003720001800006004520040809,962375148758614293341982567674231985239857416185469732493728651817596324526143879
090406005400030029800120060081060037003000140000007502060040000074500003230090078,392476815416835729857129364581264937723958146649317582968743251174582693235691478
901570000005308040000090030040700005107050090008000102054020300300600780600103200,931574628725368941486291537243719865167852493598436172854927316312645789679183254
000200680040000057106007300004300000019040078080921000500090000273800091000752006,937215684842639157156487329624378915319546278785921463568193742273864591491752836
480000009500407000020061003090300540310058700000000028006985200007020100002013064,481532679563497812729861453298376541314258796675149328146985237937624185852713964
194600000008000002700459000000002875003001406060790200900005300026030180040810000,194628753658173942732459618419362875273581496865794231981245367526937184347816529
600795320980004000000010700059400000000207001008059063070002105514006090300000084,641795328987324516235618749159463872463287951728159463876942135514836297392571684
300079020027400038100800000800013500040005096710064200000320040086000000900008057,358679421627451938194832765869213574243785196715964283571326849486597312932148657
007003200065071080380204000090010008003097100006005007000030520010008064400056070,947583216265971483381264795794312658853697142126845937678439521519728364432156879
100235004000006005930100027080650000400802063007014800200000409748900100001060200,176235984824796315935148627382659741419872563657314892263581479748923156591467238
004100069080700050600090003102004085403069000000000340520630490038500001700001002,274153869389726154615498723162374985453869217897215346521637498938542671746981532
000005728000430009001980500023600005700043090046209010004506802057000640108000000,439165728582437169671982534923671485715843296846259317394516872257398641168724953
046000980970100000003070402089050000010090603200406500060524030008300201005080006,146235987972148365853679412689753124514892673237416598761524839498367251325981746
360001000700062080085403010120600700070300048090005300900000024004090605000580190,369851472741962583285473916123648759576319248498725361957136824814297635632584197
024001000053096070700000030097080013040150090008070206086009000010240800409300500,924731685853496172761825934597682413642153798138974256286519347315247869479368521
000035002906000070400017600069000010102040500700008209004750081630000005070023040,817635492956284173423917658369572814182349567745168239294756381638491725571823946
500902030730050604020000890006200100900687050300000000000760508410800002005003917,568942731739158624124376895856234179941687253372519486293761548417895362685423917
060180005031050072900002000070000596510400300300060801002603009004710080000029100,267184935831956472945372618478231596516498327329567841182643759694715283753829164
080000007243009001109603050000900020030070408862001500000495000610800002007106030,586214397243759681179683254754968123931572468862341579328495716615837942497126835
001087005500009002090100300003420060805700040100068000000302800408000100036005970,341287695587639412692154387973421568865793241124568739719342856458976123236815974
740036000210005607000704028400082750600000180002300009005120000009000035000907806,748236591213895647956714328491682753637549182582371469865123974179468235324957816
